Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Downstream	chr7	019715854	019716231	uc009fnd.2	Pvrl2	-	+33531	Mus musculus poliovirus receptor-related 2 (Pvrl2), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019722521	019722773	uc009fnd.2	Pvrl2	-	+26926	Mus musculus poliovirus receptor-related 2 (Pvrl2), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019744765	019745395	uc009fnd.2	Pvrl2	-	+4493	Mus musculus poliovirus receptor-related 2 (Pvrl2), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019747167	019749532	uc009fnd.2	Pvrl2	-	+1224	Mus musculus poliovirus receptor-related 2 (Pvrl2), transcript variant 1, mRNA.	NA	NA
Upstream	chr7	019749904	019751131	uc009fnd.2	Pvrl2	-	-0944	Mus musculus poliovirus receptor-related 2 (Pvrl2), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019783312	019786651	uc009fnh.2	Cblc	-	+11828	Mus musculus Casitas B-lineage lymphoma c (Cblc), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019790003	019790528	uc009fnh.2	Cblc	-	+6544	Mus musculus Casitas B-lineage lymphoma c (Cblc), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr7	019791961	019793790	uc009fnh.2	Cblc	-	+3934	Mus musculus Casitas B-lineage lymphoma c (Cblc), transcript variant 1, mRNA.	NA	NA
5'UTR	chr7	019795727	019797839	uc009fnh.2	Cblc	-	+0026	Mus musculus Casitas B-lineage lymphoma c (Cblc), transcript variant 1, mRNA.	NA	NA
Intron	chr7	019815568	019819361	uc009fnk.2	Bcl3	-	+5291	Mus musculus B cell leukemia/lymphoma 3 (Bcl3), mRNA.	NA	NA
Upstream	chr7	019820081	019825970	uc009fnk.2	Bcl3	-	-0270	Mus musculus B cell leukemia/lymphoma 3 (Bcl3), mRNA.	NA	NA
Upstream	chr7	019820081	019825970	uc009fnk.2	Bcl3	-	-0270	Mus musculus B cell leukemia/lymphoma 3 (Bcl3), mRNA.	NA	NA
Upstream	chr7	019826778	019827370	uc009fnk.2	Bcl3	-	-4319	Mus musculus B cell leukemia/lymphoma 3 (Bcl3), mRNA.	NA	NA
Upstream	chr7	019863183	019868476	uc009fnm.1	Ceacam16	-	-4530	Mus musculus carcinoembryonic antigen-related cell adhesion molecule 16 (Ceacam16), mRNA.	NA	NA
Intron	chr7	019920015	019921468	uc009fno.2	Pvr	-	+0402	Mus musculus poliovirus receptor (Pvr), mRNA.	NA	NA
Upstream	chr7	019951680	019956697	uc009fnq.1	2210010C17Rik	-	-3445	Mus musculus RIKEN cDNA 2210010C17 gene (2210010C17Rik), mRNA.	NA	NA
Upstream	chr7	024081352	024081617	uc009for.1	Zfp180	+	-0459	Mus musculus zinc finger protein 180 (Zfp180), mRNA.	NA	NA
Intron	chr7	024081966	024082717	uc009for.1	Zfp180	+	+0398	Mus musculus zinc finger protein 180 (Zfp180), mRNA.	NA	NA
Intron	chr7	024111825	024113455	uc009fou.1	Zfp112	+	+0321	Mus musculus zinc finger protein 112 (Zfp112), mRNA.	NA	NA
5'UTR	chr7	024133679	024134700	uc009fow.1	Zfp235	+	+0027	Mus musculus zinc finger protein 235 (Zfp235), mRNA.	NA	NA
Intron	chr7	024207835	024208143	uc009foz.2	Zfp111	-	+0160	Mus musculus zinc finger protein 111 (Zfp111), mRNA.	NA	NA
5'UTR	chr7	024237449	024237665	uc009fpb.2	Zfp109	-	+0041	Mus musculus zinc finger protein 109 (Zfp109), mRNA.	NA	NA
Intron	chr7	024254853	024255103	uc009fpc.2	Zfp108	+	+0185	Mus musculus zinc finger protein 108 (Zfp108), mRNA.	NA	NA
5'UTR	chr7	024270372	024270698	uc009fpe.1	Zfp93	+	+0118	Mus musculus zinc finger protein 93 (Zfp93), mRNA.	NA	NA
Upstream	chr7	024316287	024317227	uc009fph.2	Zfp94	-	-0091	Mus musculus zinc finger protein 94 (Zfp94), transcript variant 1, mRNA.	NA	NA
5'UTR	chr7	024399030	024400317	uc009fpn.1	1500002O20Rik	+	+0046	Mus musculus RIKEN cDNA 1500002O20 gene (1500002O20Rik), mRNA.	NA	NA
Intron	chr7	024474646	024475420	uc009fpr.1	Plaur	+	+12534	Mus musculus plasminogen activator, urokinase receptor (Plaur), mRNA.	NA	NA
Intron	chr7	024474646	024475420	uc009fpr.1	Plaur	+	+12534	Mus musculus plasminogen activator, urokinase receptor (Plaur), mRNA.	NA	NA
Intron	chr7	024506910	024508077	uc009fpu.2	Zfp428	+	+0407	Mus musculus zinc finger protein 428 (Zfp428), mRNA.	NA	NA
5'UTR	chr7	024529788	024531880	uc009fpv.2	Irgq	+	+0187	Mus musculus immunity-related GTPase family, Q (Irgq), mRNA.	NA	NA
Intron	chr7	024546267	024547473	uc009fpx.2	Xrcc1	+	+0576	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 1 (Xrcc1), mRNA.	NA	NA
Intron	chr7	024546267	024547473	uc009fpx.2	Xrcc1	+	+0576	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 1 (Xrcc1), mRNA.	NA	NA
Intron	chr7	024551729	024552398	uc009fpx.2	Xrcc1	+	+5769	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 1 (Xrcc1), mRNA.	NA	NA
Downstream	chr7	024573752	024574087	uc009fpx.2	Xrcc1	+	+27625	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 1 (Xrcc1), mRNA.	NA	NA
Intron	chr7	024593581	024594550	uc009fqb.2	Ethe1	+	+6523	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	024595341	024595656	uc009fqb.2	Ethe1	+	+7956	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	024598584	024600737	uc009fqb.2	Ethe1	+	+12118	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	024606409	024606799	uc009fqb.2	Ethe1	+	+19062	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	024608386	024608664	uc009fqb.2	Ethe1	+	+20983	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr7	024610299	024611679	uc009fqc.1	Phldb3	+	-0338	Mus musculus pleckstrin homology-like domain, family B, member 3 (Phldb3), mRNA.	NA	NA
Intron	chr7	024883611	024886352	uc009fqq.1	Rps19	+	+0347	Mus musculus ribosomal protein S19 (Rps19), mRNA.	NA	NA
Intron	chr7	024883611	024886352	uc009fqq.1	Rps19	+	+0347	Mus musculus ribosomal protein S19 (Rps19), mRNA.	NA	NA
5'UTR	chr7	024902277	024903787	uc009fqw.2	Arhgef1	+	+0047	Mus musculus Rho guanine nucleotide exchange factor (GEF) 1 (Arhgef1), transcript variant 1, mRNA.	NA	NA
Intron	chr7	024904386	024904961	uc009fqw.2	Arhgef1	+	+1688	Mus musculus Rho guanine nucleotide exchange factor (GEF) 1 (Arhgef1), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr7	024971654	024972675	uc009frd.1	Rabac1	-	+0564	Mus musculus Rab acceptor 1 (prenylated) (Rabac1), mRNA.	NA	NA
Intron	chr7	025052098	025053324	uc009frh.2	Grik5	-	+19658	Mus musculus glutamate receptor, ionotropic, kainate 5 (gamma 2) (Grik5), mRNA.	NA	NA
Upstream	chr7	025076153	025077855	uc009frj.2	Zfp574	+	-0200	Mus musculus zinc finger protein 574 (Zfp574), transcript variant 2, mRNA.	NA	NA
Upstream	chr7	025218741	025221885	uc009fru.1	Dedd2	-	-0454	Mus musculus death effector domain-containing DNA binding protein 2 (Dedd2), mRNA.	NA	NA
Intron	chr7	025247746	025252217	uc009frz.2	Erf	-	+0777	Mus musculus Ets2 repressor factor (Erf), mRNA.	NA	NA
Upstream	chr7	025263995	025265117	uc009fsa.2	Cic	+	-3142	Mus musculus capicua homolog (Drosophila) (Cic), transcript variant 2, mRNA.	NA	NA
Upstream	chr7	025267010	025268002	uc009fsa.2	Cic	+	-0192	Mus musculus capicua homolog (Drosophila) (Cic), transcript variant 2, mRNA.	NA	NA
Intron	chr7	025268369	025269805	uc009fsa.2	Cic	+	+1389	Mus musculus capicua homolog (Drosophila) (Cic), transcript variant 2, mRNA.	NA	NA
Intron	chr7	025277510	025280753	uc009fsa.2	Cic	+	+11433	Mus musculus capicua homolog (Drosophila) (Cic), transcript variant 2, mRNA.	NA	NA
Intron	chr7	025282160	025283321	uc009fsa.2	Cic	+	+15042	Mus musculus capicua homolog (Drosophila) (Cic), transcript variant 2, mRNA.	NA	NA
5'UTR	chr7	025297586	025298179	uc009fsf.1	Pafah1b3	-	+0073	Mus musculus platelet-activating factor acetylhydrolase, isoform 1b, subunit 3 (Pafah1b3), mRNA.	NA	NA
Upstream	chr7	025316781	025317360	uc009fsj.2	Megf8	+	-0093	Mus musculus multiple EGF-like-domains 8 (Megf8), mRNA.	NA	NA
Intron	chr7	025385889	025388112	uc009fsr.1	Lipe	-	+8987	Mus musculus lipase, hormone sensitive (Lipe), transcript variant 1, mRNA.	NA	NA
Intron	chr7	025389791	025391659	uc009fsr.1	Lipe	-	+5262	Mus musculus lipase, hormone sensitive (Lipe), transcript variant 1, mRNA.	NA	NA
Intron	chr7	025391995	025392480	uc009fsr.1	Lipe	-	+3750	Mus musculus lipase, hormone sensitive (Lipe), transcript variant 1, mRNA.	NA	NA
Intron	chr7	025392925	025396783	uc009fsr.1	Lipe	-	+1133	Mus musculus lipase, hormone sensitive (Lipe), transcript variant 1, mRNA.	NA	NA
Intron	chr7	025476304	025478208	uc009ftb.1	Ceacam1	-	+12236	Mus musculus carcinoembryonic antigen-related cell adhesion molecule 1 (Ceacam1), transcript variant 4, mRNA.	NA	NA
Intron	chr7	025619417	025619777	uc009fte.1	Atp5sl	+	+0167	Mus musculus ATP5S-like (Atp5sl), mRNA.	NA	NA
Intron	chr7	025649664	025650426	uc009fth.2	Bckdha	-	+8716	Mus musculus branched chain ketoacid dehydrogenase E1, alpha polypeptide (Bckdha), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	025654486	025659705	uc009fth.2	Bckdha	-	+1666	Mus musculus branched chain ketoacid dehydrogenase E1, alpha polypeptide (Bckdha), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr7	025680372	025681097	uc009fto.1	B9d2	+	-0045	Mus musculus B9 protein domain 2 (B9d2), mRNA.	NA	NA
Exon/CD	chr7	025686632	025689684	uc009ftq.1	Tgfb1	+	+1157	Mus musculus transforming growth factor, beta 1 (Tgfb1), mRNA.	NA	NA
Exon/CD	chr7	025704136	025705690	uc009ftq.1	Tgfb1	+	+17912	Mus musculus transforming growth factor, beta 1 (Tgfb1), mRNA.	NA	NA
Exon/CD	chr7	025704136	025705690	uc009ftq.1	Tgfb1	+	+17912	Mus musculus transforming growth factor, beta 1 (Tgfb1), mRNA.	NA	NA
5'UTR	chr7	025718421	025719568	uc009ftr.1	Ccdc97	-	+0059	Mus musculus coiled-coil domain containing 97 (Ccdc97), mRNA.	NA	NA
Upstream	chr7	025753657	025756209	uc009ftv.1	Hnrnpul1	-	-0183	Mus musculus heterogeneous nuclear ribonucleoprotein U-like 1 (Hnrnpul1), transcript variant 1, mRNA.	NA	NA
Intron	chr7	025787256	025788906	uc009ftx.2	Axl	-	+0652	Mus musculus AXL receptor tyrosine kinase (Axl), transcript variant 1, mRNA.	NA	NA
Upstream	chr7	025885736	025903302	uc009fue.1	Cyp2b10	+	-3144	Mus musculus cytochrome P450, family 2, subfamily b, polypeptide 10 (Cyp2b10), transcript variant 2, mRNA.	NA	NA
Upstream	chr7	025885736	025903302	uc009fue.1	Cyp2b10	+	-3144	Mus musculus cytochrome P450, family 2, subfamily b, polypeptide 10 (Cyp2b10), transcript variant 2, mRNA.	NA	NA
Upstream	chr7	026168631	026169922	uc009fuh.1	Cyp2b9	+	-4132	Mus musculus cytochrome P450, family 2, subfamily b, polypeptide 9 (Cyp2b9), mRNA.	NA	NA
Upstream	chr7	026168631	026169922	uc009fuh.1	Cyp2b9	+	-4132	Mus musculus cytochrome P450, family 2, subfamily b, polypeptide 9 (Cyp2b9), mRNA.	NA	NA
Upstream	chr7	026301725	026305509	uc009fui.1	Cyp2a4	+	-3574	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 4 (Cyp2a4), mRNA.	NA	NA
Upstream	chr7	026831251	026833945	uc009fuv.1	Cyp2a5	+	-2740	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 5 (Cyp2a5), mRNA.	NA	NA
Intron	chr7	026834664	026837673	uc009fuv.1	Cyp2a5	+	+0830	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 5 (Cyp2a5), mRNA.	NA	NA
Exon/CD	chr7	026842640	026843244	uc009fuv.1	Cyp2a5	+	+7604	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 5 (Cyp2a5), mRNA.	NA	NA
Downstream	chr7	026843577	026844636	uc009fuv.1	Cyp2a5	+	+8768	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 5 (Cyp2a5), mRNA.	NA	NA
Upstream	chr7	026938770	026940292	uc012fgf.1	Cyp2a22	-	-0145	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 22 (Cyp2a22), mRNA.	NA	NA
Intron	chr7	027028138	027030902	uc009fux.1	Cyp2a12	+	+0431	Mus musculus cytochrome P450, family 2, subfamily a, polypeptide 12 (Cyp2a12), mRNA.	NA	NA
Upstream	chr7	027115611	027117458	uc009fuy.1	Cyp2f2	+	-3420	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Upstream	chr7	027117779	027118947	uc009fuy.1	Cyp2f2	+	-1591	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Upstream	chr7	027119433	027119714	uc009fuy.1	Cyp2f2	+	-0381	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Exon/CD	chr7	027121420	027121798	uc009fuy.1	Cyp2f2	+	+1655	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027122961	027123423	uc009fuy.1	Cyp2f2	+	+3238	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027123778	027125637	uc009fuy.1	Cyp2f2	+	+4753	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027123778	027125637	uc009fuy.1	Cyp2f2	+	+4753	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027128427	027129369	uc009fuy.1	Cyp2f2	+	+8944	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027129783	027130050	uc009fuy.1	Cyp2f2	+	+9962	Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA.	NA	NA
Intron	chr7	027163405	027168808	uc009fva.2	Egln2	-	+0696	Mus musculus EGL nine homolog 2 (C. elegans) (Egln2), mRNA.	NA	NA
Downstream	chr7	027177997	027181445	uc009fvf.2	Mia1	-	+1428	Mus musculus melanoma inhibitory activity 1 (Mia1), mRNA.	NA	NA
Intron	chr7	027194930	027198178	uc029wea.1	BC024978	+	+0774	Mus musculus cDNA sequence BC024978 (BC024978), mRNA.	NA	NA
5'UTR	chr7	027227663	027229362	uc009fvk.1	Itpkc	-	+0085	Mus musculus inositol 1,4,5-trisphosphate 3-kinase C (Itpkc), mRNA.	NA	NA
Upstream	chr7	027231323	027233772	uc009fvm.1	Adck4	+	-0465	Mus musculus aarF domain containing kinase 4 (Adck4), mRNA.	NA	NA
Intron	chr7	027250014	027253568	uc009fvm.1	Adck4	+	+18779	Mus musculus aarF domain containing kinase 4 (Adck4), mRNA.	NA	NA
Intron	chr7	027250014	027253568	uc009fvm.1	Adck4	+	+18779	Mus musculus aarF domain containing kinase 4 (Adck4), mRNA.	NA	NA
3'UTR	chr7	027256155	027259273	uc009fvm.1	Adck4	+	+24702	Mus musculus aarF domain containing kinase 4 (Adck4), mRNA.	NA	NA
Intron	chr7	027330701	027333602	uc009fvt.2	Ltbp4	-	+5461	Mus musculus latent transforming growth factor beta binding protein 4 (Ltbp4), transcript variant 1, mRNA.	NA	NA
Intron	chr7	027330701	027333602	uc009fvt.2	Ltbp4	-	+5461	Mus musculus latent transforming growth factor beta binding protein 4 (Ltbp4), transcript variant 1, mRNA.	NA	NA
Intron	chr7	027334230	027335076	uc009fvt.2	Ltbp4	-	+2959	Mus musculus latent transforming growth factor beta binding protein 4 (Ltbp4), transcript variant 1, mRNA.	NA	NA
3'UTR	chr7	027355609	027358216	uc009fwc.1	Spnb4	-	+89677	Mus musculus spectrin beta 4 (Spnb4), transcript variant sigma1, mRNA.	NA	NA
Intron	chr7	027448040	027450012	uc009fwd.1	Blvrb	+	+1049	Mus musculus biliverdin reductase B (flavin reductase (NADPH)) (Blvrb), mRNA.	NA	NA
Intron	chr7	027451746	027453336	uc009fwd.1	Blvrb	+	+4564	Mus musculus biliverdin reductase B (flavin reductase (NADPH)) (Blvrb), mRNA.	NA	NA
Intron	chr7	027454231	027454705	uc009fwd.1	Blvrb	+	+6491	Mus musculus biliverdin reductase B (flavin reductase (NADPH)) (Blvrb), mRNA.	NA	NA
Upstream	chr7	027472042	027475246	uc009fwg.1	Sertad3	+	-0195	Mus musculus SERTA domain containing 3 (Sertad3), mRNA.	NA	NA
Upstream	chr7	027472042	027475246	uc009fwg.1	Sertad3	+	-0195	Mus musculus SERTA domain containing 3 (Sertad3), mRNA.	NA	NA
Intron	chr7	027485677	027488587	uc009fwh.1	Sertad1	+	+0180	Mus musculus SERTA domain containing 1 (Sertad1), mRNA.	NA	NA
Intron	chr7	027485677	027488587	uc009fwh.1	Sertad1	+	+0180	Mus musculus SERTA domain containing 1 (Sertad1), mRNA.	NA	NA
Downstream	chr7	027490069	027492053	uc009fwh.1	Sertad1	+	+4109	Mus musculus SERTA domain containing 1 (Sertad1), mRNA.	NA	NA
Intron	chr7	027507781	027508107	uc009fwi.2	Prx	+	+8621	Mus musculus periaxin (Prx), transcript variant 1, mRNA.	NA	NA
Intron	chr7	027508444	027508741	uc009fwi.2	Prx	+	+9269	Mus musculus periaxin (Prx), transcript variant 1, mRNA.	NA	NA
Intron	chr7	027552654	027552970	uc009fwm.1	Pld3	-	+0300	Mus musculus phospholipase D family, member 3 (Pld3), mRNA.	NA	NA
Intron	chr7	027553297	027553667	uc009fwo.2	2310022A10Rik	+	+0188	Mus musculus RIKEN cDNA 2310022A10 gene (2310022A10Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr7	027591099	027593982	uc009fwr.2	Akt2	+	+0981	Mus musculus thymoma viral proto-oncogene 2 (Akt2), transcript variant 1, mRNA.	NA	NA
5'UTR	chr7	027674189	027674964	uc012fgl.1	Map3k10	-	+0022	Mus musculus mitogen-activated protein kinase kinase kinase 10 (Map3k10), mRNA.	NA	NA
Intron	chr7	027688600	027689098	uc009fwx.1	C030039L03Rik	+	+14189	Mus musculus RIKEN cDNA C030039L03 gene (C030039L03Rik), transcript variant 2, mRNA.	NA	NA
Upstream	chr7	027804491	027805310	uc009fxd.1	Zfp626	+	-2295	SubName: Full=Uncharacterized protein;	NA	NA
Upstream	chr7	027838151	027838733	uc009fxf.1	Zfp59	+	-0141	Mus musculus zinc finger protein 59 (Zfp59), mRNA.	NA	NA
Upstream	chr7	027859970	027860689	uc009fxg.1	Zfp607	+	-0255	Mus musculus zinc finger proten 607 (Zfp607), mRNA.	NA	NA
3'UTR	chr7	027929229	027929490	uc009fxk.1	AK076358	+	+1636	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732462M03 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr7	027978678	027979738	uc009fxl.1	Zfp780b	-	-0051	Mus musculus zinc finger protein 780B (Zfp780b), mRNA.	NA	NA
Intron	chr7	028049532	028050098	uc009fxp.1	Psmc4	-	+0277	Mus musculus proteasome (prosome, macropain) 26S subunit, ATPase, 4 (Psmc4), mRNA.	NA	NA
Upstream	chr7	028052888	028054422	uc009fxp.1	Psmc4	-	-3563	Mus musculus proteasome (prosome, macropain) 26S subunit, ATPase, 4 (Psmc4), mRNA.	NA	NA
Upstream	chr7	028168598	028170597	uc009fxy.1	Fbl	+	-0150	Mus musculus fibrillarin (Fbl), mRNA.	NA	NA
Intron	chr7	028172161	028173630	uc009fxy.1	Fbl	+	+3148	Mus musculus fibrillarin (Fbl), mRNA.	NA	NA
Intron	chr7	028179422	028180790	uc009fxz.1	Dyrk1b	+	+0624	Mus musculus dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b (Dyrk1b), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr7	028277686	028278359	uc012fgp.1	Eid2b	+	+0317	Mus musculus EP300 interacting inhibitor of differentiation 2B (Eid2b), mRNA.	NA	NA
Intron	chr7	028311690	028312049	uc009fyg.1	Timm50	-	+0177	Mus musculus translocase of inner mitochondrial membrane 50 homolog (yeast) (Timm50), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr7	028338147	028339681	uc009fyj.1	Supt5h	-	-0195	Mus musculus suppressor of Ty 5 homolog (S. cerevisiae) (Supt5h), mRNA.	NA	NA
Upstream	chr7	028341216	028342332	uc009fyj.1	Supt5h	-	-3055	Mus musculus suppressor of Ty 5 homolog (S. cerevisiae) (Supt5h), mRNA.	NA	NA
Upstream	chr7	028348176	028348725	uc012fgr.1	Rps16	+	-2238	Mus musculus ribosomal protein S16 (Rps16), mRNA.	NA	NA
Intron	chr7	028349951	028351835	uc012fgr.1	Rps16	+	+0205	Mus musculus ribosomal protein S16 (Rps16), mRNA.	NA	NA
Intron	chr7	028370926	028372690	uc009fyp.1	Plekhg2	-	+0854	Mus musculus pleckstrin homology domain containing, family G (with RhoGef domain) member 2 (Plekhg2), transcript variant 1, mRNA.	NA	NA
Upstream	chr7	028373055	028373437	uc009fyp.1	Plekhg2	-	-0584	Mus musculus pleckstrin homology domain containing, family G (with RhoGef domain) member 2 (Plekhg2), transcript variant 1, mRNA.	NA	NA
Upstream	chr7	028373885	028386668	uc029wef.1	Zfp36	-	-1021	RecName: Full=Tristetraprolin;          Short=TTP; AltName: Full=Growth factor-inducible nuclear protein NUP475; AltName: Full=Protein TIS11A;          Short=TIS11; AltName: Full=TPA-induced sequence 11; AltName: Full=Zinc finger protein 36;          Short=Zfp-36;	NA	NA
Upstream	chr7	028373885	028386668	uc029wef.1	Zfp36	-	-1021	RecName: Full=Tristetraprolin;          Short=TTP; AltName: Full=Growth factor-inducible nuclear protein NUP475; AltName: Full=Protein TIS11A;          Short=TIS11; AltName: Full=TPA-induced sequence 11; AltName: Full=Zinc finger protein 36;          Short=Zfp-36;	NA	NA
Intron	chr7	028392229	028392647	uc009fyt.2	Med29	-	+0252	Mus musculus mediator complex subunit 29 (Med29), mRNA.	NA	NA
Exon/CD	chr7	028392964	028393454	uc009fyu.1	Paf1	+	+0214	Mus musculus Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae) (Paf1), mRNA.	NA	NA
Intron	chr7	028410379	028410793	uc009fyw.2	Samd4b	-	+25605	Mus musculus sterile alpha motif domain containing 4B (Samd4b), mRNA.	NA	NA
Intron	chr7	028435726	028436055	uc009fyw.2	Samd4b	-	+0301	Mus musculus sterile alpha motif domain containing 4B (Samd4b), mRNA.	NA	NA
Upstream	chr7	028436728	028437552	uc009fyx.1	Gmfg	+	-0306	Mus musculus glia maturation factor, gamma (Gmfg), transcript variant 1, mRNA.	NA	NA
Intron	chr7	028440519	028441379	uc009fyx.1	Gmfg	+	+3503	Mus musculus glia maturation factor, gamma (Gmfg), transcript variant 1, mRNA.	NA	NA
Intron	chr7	028596130	028598691	uc009fzh.1	Pak4	-	+0774	Mus musculus p21 protein (Cdc42/Rac)-activated kinase 4 (Pak4), mRNA.	NA	NA
5'UTR	chr7	028741293	028742249	uc009fzo.1	Mrps12	-	+0010	Mus musculus mitochondrial ribosomal protein S12 (Mrps12), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr7	028765091	028767232	uc009fzr.1	Nfkbib	-	+0363	Mus musculus nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta (Nfkbib), mRNA.	NA	NA
Intron	chr7	028795581	028797165	uc009fzw.3	Rinl	+	+7405	Mus musculus Ras and Rab interactor-like (Rinl), mRNA.	NA	NA
Upstream	chr7	028807773	028812913	uc009fzz.2	Hnrnpl	+	-0546	Mus musculus heterogeneous nuclear ribonucleoprotein L (Hnrnpl), mRNA.	NA	NA
Upstream	chr7	028820945	028826899	uc009gab.1	Ech1	+	-1415	Mus musculus enoyl coenzyme A hydratase 1, peroxisomal (Ech1), mRNA.	NA	NA
Intron	chr7	028911085	028911652	uc009gah.1	Actn4	-	+50912	Mus musculus actinin alpha 4 (Actn4), mRNA.	NA	NA
Intron	chr7	028912032	028913490	uc009gah.1	Actn4	-	+49519	Mus musculus actinin alpha 4 (Actn4), mRNA.	NA	NA
Intron	chr7	028916415	028920618	uc009gah.1	Actn4	-	+43764	Mus musculus actinin alpha 4 (Actn4), mRNA.	NA	NA
Intron	chr7	028922225	028923184	uc009gah.1	Actn4	-	+39576	Mus musculus actinin alpha 4 (Actn4), mRNA.	NA	NA
